id;DATE;UPAZILLACODE;CROPTYPEID;AREAAFFECTED [ha];LOSSTYPE [];Run_code
13202;29-8-2001;302633;1;51;1;1
13203;29-8-2001;302634;1;60;1;1
13204;29-8-2001;302636;1;41;1;1
13205;29-8-2001;302637;1;12;1;1
13206;29-8-2001;302638;1;11;1;1
13207;29-8-2001;302640;1;27;1;1
13208;29-8-2001;302642;1;26;1;1
13209;29-8-2001;302648;1;23;1;1
13210;29-8-2001;302650;1;43;1;1
13211;29-8-2001;302654;1;30;1;1
13212;29-8-2001;302662;1;37;1;1
13213;29-8-2001;302663;1;32;1;1
13214;29-8-2001;302664;1;48;1;1
13215;29-8-2001;302665;1;76;1;1
13216;29-8-2001;302666;1;19;1;1
13217;29-8-2001;302667;1;51;1;1
13218;29-8-2001;302668;1;59;1;1
13219;29-8-2001;302672;1;40;1;1
13220;29-8-2001;302674;1;43;1;1
13221;29-8-2001;302675;1;41;1;1
13222;29-8-2001;302676;1;100;1;1
13223;29-8-2001;302680;1;60;1;1
13224;29-8-2001;302688;1;85;1;1
13225;29-8-2001;302690;1;56;1;1
13226;29-8-2001;302692;1;14;1;1
13227;29-8-2001;302693;1;95;1;1
13228;29-8-2001;302695;1;65;1;1
13229;29-8-2001;302696;1;41;1;1
13230;29-8-2001;302903;1;92;1;1
13231;29-8-2001;302910;1;69;1;1
13232;29-8-2001;302918;1;92;1;1
13233;29-8-2001;302921;1;58;1;1
13234;29-8-2001;302947;1;75;1;1
13235;29-8-2001;302956;1;34;1;1
13236;29-8-2001;302962;1;23;1;1
13237;29-8-2001;302984;1;37;1;1
13238;29-8-2001;302990;1;49;1;1
13239;29-8-2001;303330;1;57;1;1
13240;29-8-2001;303332;1;94;1;1
13241;29-8-2001;303334;1;31;1;1
13242;29-8-2001;303336;1;48;1;1
13243;29-8-2001;303386;1;3;1;1
13244;29-8-2001;303532;1;88;1;1
13245;29-8-2001;303543;1;58;1;1
13246;29-8-2001;303551;1;24;1;1
13247;29-8-2001;303558;1;98;1;1
13248;29-8-2001;303591;1;57;1;1
13249;29-8-2001;303907;1;10;1;1
13250;29-8-2001;303915;1;82;1;1
13251;29-8-2001;303929;1;67;1;1
13252;29-8-2001;303936;1;85;1;1
13253;29-8-2001;303958;1;4;1;1
13254;29-8-2001;303961;1;76;1;1
13255;29-8-2001;303985;1;78;1;1
13256;29-8-2001;304802;1;56;1;1
13257;29-8-2001;304806;1;35;1;1
13258;29-8-2001;304811;1;37;1;1
13259;29-8-2001;304827;1;36;1;1
13260;29-8-2001;304833;1;72;1;1
13261;29-8-2001;304842;1;70;1;1
13262;29-8-2001;304845;1;22;1;1
13263;29-8-2001;304849;1;44;1;1
13264;29-8-2001;304854;1;94;1;1
13265;29-8-2001;304859;1;86;1;1
13266;29-8-2001;304876;1;34;1;1
13267;29-8-2001;304879;1;65;1;1
13268;29-8-2001;304892;1;5;1;1
13269;29-8-2001;305440;1;42;1;1
13270;29-8-2001;305454;1;6;1;1
13271;29-8-2001;305480;1;2;1;1
13272;29-8-2001;305487;1;82;1;1
13273;29-8-2001;305610;1;22;1;1
13274;29-8-2001;305622;1;23;1;1
13275;29-8-2001;305628;1;32;1;1
13276;29-8-2001;305646;1;16;1;1
13277;29-8-2001;305670;1;18;1;1
13278;29-8-2001;305678;1;99;1;1
13279;29-8-2001;305682;1;37;1;1
13280;29-8-2001;305924;1;48;1;1
13281;29-8-2001;305944;1;50;1;1
13282;29-8-2001;305956;1;90;1;1
13283;29-8-2001;305974;1;35;1;1
13284;29-8-2001;305984;1;69;1;1
13285;29-8-2001;305994;1;26;1;1
13286;29-8-2001;306113;1;26;1;1
13287;29-8-2001;306116;1;34;1;1
13288;29-8-2001;306120;1;67;1;1
13289;29-8-2001;306122;1;56;1;1
13290;29-8-2001;306123;1;19;1;1
13291;29-8-2001;306124;1;26;1;1
13292;29-8-2001;306131;1;36;1;1
13293;29-8-2001;306152;1;29;1;1
13294;29-8-2001;306165;1;66;1;1
13295;29-8-2001;306172;1;75;1;1
13296;29-8-2001;306181;1;4;1;1
13297;29-8-2001;306194;1;60;1;1
13298;29-8-2001;306702;1;54;1;1
13299;29-8-2001;306704;1;32;1;1
13300;29-8-2001;306706;1;27;1;1
13301;29-8-2001;306758;1;71;1;1
13302;29-8-2001;306768;1;67;1;1
13303;29-8-2001;306807;1;63;1;1
13304;29-8-2001;306852;1;34;1;1
13305;29-8-2001;306860;1;26;1;1
13306;29-8-2001;306863;1;4;1;1
13307;29-8-2001;306864;1;63;1;1
13308;29-8-2001;306876;1;27;1;1
13309;29-8-2001;307204;1;23;1;1
13310;29-8-2001;307209;1;72;1;1
13311;29-8-2001;307218;1;4;1;1
13312;29-8-2001;307238;1;59;1;1
13313;29-8-2001;307240;1;24;1;1
13314;29-8-2001;307247;1;23;1;1
13315;29-8-2001;307256;1;56;1;1
13316;29-8-2001;307263;1;92;1;1
13317;29-8-2001;307274;1;98;1;1
13318;29-8-2001;307283;1;78;1;1
13319;29-8-2001;308207;1;83;1;1
13320;29-8-2001;308229;1;7;1;1
13321;29-8-2001;308247;1;45;1;1
13322;29-8-2001;308273;1;37;1;1
13323;29-8-2001;308276;1;67;1;1
13324;29-8-2001;308614;1;65;1;1
13325;29-8-2001;308625;1;10;1;1
13326;29-8-2001;308636;1;36;1;1
13327;29-8-2001;308665;1;47;1;1
13328;29-8-2001;308669;1;4;1;1
13329;29-8-2001;308694;1;11;1;1
13330;29-8-2001;308937;1;92;1;1
13331;29-8-2001;308967;1;90;1;1
13332;29-8-2001;308970;1;48;1;1
13333;29-8-2001;308988;1;20;1;1
13334;29-8-2001;308990;1;91;1;1
13335;29-8-2001;309309;1;68;1;1
13336;29-8-2001;309319;1;37;1;1
13337;29-8-2001;309323;1;97;1;1
13338;29-8-2001;309325;1;66;1;1
13339;29-8-2001;309328;1;9;1;1
13340;29-8-2001;309338;1;70;1;1
13341;29-8-2001;309347;1;99;1;1
13342;29-8-2001;309357;1;51;1;1
13343;29-8-2001;309366;1;9;1;1
13344;29-8-2001;309376;1;20;1;1
13345;29-8-2001;309385;1;99;1;1
13346;29-8-2001;309395;1;3;1;1
13347;29-8-2001;400108;1;23;1;1
13348;29-8-2001;400114;1;66;1;1
13349;29-8-2001;400134;1;72;1;1
13350;29-8-2001;400138;1;85;1;1
13351;29-8-2001;400156;1;45;1;1
13352;29-8-2001;400158;1;88;1;1
13353;29-8-2001;400160;1;2;1;1
13354;29-8-2001;400173;1;12;1;1
13355;29-8-2001;400177;1;77;1;1
13356;29-8-2001;401807;1;68;1;1
13357;29-8-2001;401823;1;88;1;1
13358;29-8-2001;401831;1;49;1;1
13359;29-8-2001;401855;1;24;1;1
13360;29-8-2001;404104;1;65;1;1
13361;29-8-2001;404109;1;17;1;1
13362;29-8-2001;404111;1;22;1;1
13363;29-8-2001;404123;1;13;1;1
13364;29-8-2001;404138;1;9;1;1
13365;29-8-2001;404147;1;67;1;1
13366;29-8-2001;404161;1;50;1;1
13367;29-8-2001;404190;1;17;1;1
13368;29-8-2001;404414;1;1;1;1
13369;29-8-2001;404419;1;48;1;1
13370;29-8-2001;404433;1;31;1;1
13371;29-8-2001;404442;1;32;1;1
13372;29-8-2001;404471;1;71;1;1
13373;29-8-2001;404480;1;20;1;1
13374;29-8-2001;404712;1;51;1;1
13375;29-8-2001;404717;1;78;1;1
13376;29-8-2001;404721;1;35;1;1
13377;29-8-2001;404730;1;35;1;1
13378;29-8-2001;404740;1;93;1;1
13379;29-8-2001;404745;1;27;1;1
13380;29-8-2001;404748;1;59;1;1
13381;29-8-2001;404751;1;13;1;1
13382;29-8-2001;404753;1;99;1;1
13383;29-8-2001;404764;1;34;1;1
13384;29-8-2001;404769;1;67;1;1
13385;29-8-2001;404775;1;55;1;1
13386;29-8-2001;404785;1;86;1;1
13387;29-8-2001;404794;1;82;1;1
13388;29-8-2001;405015;1;76;1;1
13389;29-8-2001;405039;1;42;1;1
13390;29-8-2001;405063;1;63;1;1
13391;29-8-2001;405071;1;81;1;1
13392;29-8-2001;405079;1;91;1;1
13393;29-8-2001;405094;1;24;1;1
13394;29-8-2001;405557;1;31;1;1
13395;29-8-2001;405566;1;7;1;1
13396;29-8-2001;405585;1;85;1;1
13397;29-8-2001;405595;1;96;1;1
13398;29-8-2001;405747;1;79;1;1
13399;29-8-2001;405760;1;22;1;1
13400;29-8-2001;405787;1;97;1;1
13401;29-8-2001;406528;1;36;1;1
13402;29-8-2001;406552;1;96;1;1
13403;29-8-2001;406576;1;52;1;1
13404;29-8-2001;408704;1;60;1;1
13405;29-8-2001;408725;1;87;1;1
13406;29-8-2001;408743;1;52;1;1
13407;29-8-2001;408747;1;78;1;1
13408;29-8-2001;408782;1;88;1;1
13409;29-8-2001;408786;1;15;1;1
13410;29-8-2001;408790;1;34;1;1
13411;29-8-2001;501006;1;98;1;1
13412;29-8-2001;501020;1;89;1;1
13413;29-8-2001;501027;1;29;1;1
13414;29-8-2001;501033;1;44;1;1
13415;29-8-2001;501040;1;41;1;1
13416;29-8-2001;501054;1;34;1;1
13417;29-8-2001;501067;1;81;1;1
13418;29-8-2001;501081;1;59;1;1
13419;29-8-2001;501085;1;43;1;1
13420;29-8-2001;501088;1;72;1;1
13421;29-8-2001;501094;1;5;1;1
13422;29-8-2001;501095;1;28;1;1
13423;29-8-2001;503813;1;8;1;1
13424;29-8-2001;503847;1;15;1;1
13425;29-8-2001;503858;1;77;1;1
13426;29-8-2001;503861;1;85;1;1
13427;29-8-2001;503874;1;3;1;1
13428;29-8-2001;506403;1;24;1;1
13429;29-8-2001;506406;1;4;1;1
13430;29-8-2001;506428;1;16;1;1
13431;29-8-2001;506447;1;74;1;1
13432;29-8-2001;506450;1;4;1;1
13433;29-8-2001;506460;1;54;1;1
13434;29-8-2001;506469;1;6;1;1
13435;29-8-2001;506475;1;89;1;1
13436;29-8-2001;506479;1;62;1;1
13437;29-8-2001;506485;1;27;1;1
13438;29-8-2001;506486;1;35;1;1
13439;29-8-2001;506909;1;66;1;1
13440;29-8-2001;506915;1;62;1;1
13441;29-8-2001;506941;1;55;1;1
13442;29-8-2001;506944;1;85;1;1
13443;29-8-2001;506963;1;97;1;1
13444;29-8-2001;506991;1;14;1;1
13445;29-8-2001;507018;1;48;1;1
13446;29-8-2001;507037;1;31;1;1
13447;29-8-2001;507056;1;39;1;1
13448;29-8-2001;507066;1;32;1;1
13449;29-8-2001;507088;1;57;1;1
13450;29-8-2001;507605;1;78;1;1
13451;29-8-2001;507616;1;89;1;1
13452;29-8-2001;507619;1;11;1;1
13453;29-8-2001;507622;1;72;1;1
13454;29-8-2001;507633;1;4;1;1
13455;29-8-2001;507639;1;75;1;1
13456;29-8-2001;507655;1;89;1;1
13457;29-8-2001;507672;1;78;1;1
13458;29-8-2001;507683;1;51;1;1
13459;29-8-2001;508110;1;71;1;1
13460;29-8-2001;508112;1;19;1;1
13461;29-8-2001;508122;1;58;1;1
13462;29-8-2001;508125;1;65;1;1
13463;29-8-2001;508131;1;75;1;1
13464;29-8-2001;508134;1;89;1;1
13465;29-8-2001;508140;1;49;1;1
13466;29-8-2001;508153;1;30;1;1
13467;29-8-2001;508172;1;50;1;1
13468;29-8-2001;508182;1;11;1;1
13469;29-8-2001;508185;1;63;1;1
13470;29-8-2001;508190;1;14;1;1
13471;29-8-2001;508194;1;68;1;1
13472;29-8-2001;508811;1;81;1;1
13473;29-8-2001;508827;1;3;1;1
13474;29-8-2001;508844;1;45;1;1
13475;29-8-2001;508850;1;60;1;1
13476;29-8-2001;508861;1;19;1;1
13477;29-8-2001;508867;1;30;1;1
13478;29-8-2001;508878;1;68;1;1
13479;29-8-2001;508889;1;81;1;1
13480;29-8-2001;508894;1;17;1;1
13481;29-8-2001;552710;1;85;1;1
13482;29-8-2001;552712;1;13;1;1
13483;29-8-2001;552717;1;26;1;1
13484;29-8-2001;552721;1;33;1;1
13485;29-8-2001;552730;1;88;1;1
13486;29-8-2001;552738;1;77;1;1
13487;29-8-2001;552743;1;27;1;1
13488;29-8-2001;552747;1;9;1;1
13489;29-8-2001;552756;1;43;1;1
13490;29-8-2001;552760;1;87;1;1
13491;29-8-2001;552764;1;54;1;1
13492;29-8-2001;552769;1;57;1;1
13493;29-8-2001;552777;1;94;1;1
13494;29-8-2001;553221;1;75;1;1
13495;29-8-2001;553224;1;81;1;1
13496;29-8-2001;553230;1;34;1;1
13497;29-8-2001;553267;1;14;1;1
13498;29-8-2001;553282;1;78;1;1
13499;29-8-2001;553288;1;80;1;1
13500;29-8-2001;553291;1;8;1;1
13501;29-8-2001;554906;1;54;1;1
13502;29-8-2001;554908;1;47;1;1
13503;29-8-2001;554909;1;44;1;1
13504;29-8-2001;554918;1;66;1;1
13505;29-8-2001;554952;1;39;1;1
13506;29-8-2001;554961;1;89;1;1
13507;29-8-2001;554977;1;73;1;1
13508;29-8-2001;554979;1;35;1;1
13509;29-8-2001;554994;1;7;1;1
13510;29-8-2001;555202;1;29;1;1
13511;29-8-2001;555233;1;55;1;1
13512;29-8-2001;555239;1;38;1;1
13513;29-8-2001;555255;1;35;1;1
13514;29-8-2001;555270;1;99;1;1
13515;29-8-2001;557312;1;78;1;1
13516;29-8-2001;557315;1;92;1;1
13517;29-8-2001;557336;1;65;1;1
13518;29-8-2001;557345;1;31;1;1
13519;29-8-2001;557364;1;32;1;1
13520;29-8-2001;557385;1;77;1;1
13521;29-8-2001;557704;1;83;1;1
13522;29-8-2001;557725;1;13;1;1
13523;29-8-2001;557734;1;79;1;1
13524;29-8-2001;557773;1;56;1;1
13525;29-8-2001;557790;1;82;1;1
13526;29-8-2001;558503;1;94;1;1
13527;29-8-2001;558527;1;15;1;1
13528;29-8-2001;558542;1;98;1;1
13529;29-8-2001;558549;1;18;1;1
13530;29-8-2001;558558;1;53;1;1
13531;29-8-2001;558573;1;8;1;1
13532;29-8-2001;558576;1;12;1;1
13533;29-8-2001;558592;1;74;1;1
13534;29-8-2001;559408;1;1;1;1
13535;29-8-2001;559451;1;48;1;1
13536;29-8-2001;559482;1;49;1;1
13537;29-8-2001;559486;1;55;1;1
13538;29-8-2001;559494;1;64;1;1
13539;29-8-2001;603602;1;40;1;1
13540;29-8-2001;603605;1;61;1;1
13541;29-8-2001;603611;1;93;1;1
13542;29-8-2001;603626;1;82;1;1
13543;29-8-2001;603644;1;56;1;1
13544;29-8-2001;603668;1;2;1;1
13545;29-8-2001;603671;1;2;1;1
13546;29-8-2001;603677;1;21;1;1
13547;29-8-2001;605814;1;56;1;1
13548;29-8-2001;605835;1;52;1;1
13549;29-8-2001;605856;1;21;1;1
13550;29-8-2001;605865;1;98;1;1
13551;29-8-2001;605874;1;78;1;1
13552;29-8-2001;605880;1;29;1;1
13553;29-8-2001;605883;1;21;1;1
13554;29-8-2001;609018;1;18;1;1
13555;29-8-2001;609023;1;1;1;1
13556;29-8-2001;609027;1;37;1;1
13557;29-8-2001;609029;1;35;1;1
13558;29-8-2001;609032;1;81;1;1
13559;29-8-2001;609033;1;24;1;1
13560;29-8-2001;609047;1;48;1;1
13561;29-8-2001;609050;1;44;1;1
13562;29-8-2001;609086;1;14;1;1
13563;29-8-2001;609089;1;53;1;1
13564;29-8-2001;609092;1;49;1;1
13565;29-8-2001;609108;1;5;1;1
13566;29-8-2001;609117;1;33;1;1
13567;29-8-2001;609120;1;4;1;1
13568;29-8-2001;609127;1;22;1;1
13569;29-8-2001;609131;1;23;1;1
13570;29-8-2001;609135;1;66;1;1
13571;29-8-2001;609138;1;50;1;1
13572;29-8-2001;609141;1;10;1;1
13573;29-8-2001;609153;1;67;1;1
13574;29-8-2001;609159;1;24;1;1
13575;29-8-2001;609162;1;99;1;1
13576;8-9-2001;100409;1;64;1;1
13577;8-9-2001;100419;1;5;1;1
13578;8-9-2001;100428;1;69;1;1
13579;8-9-2001;100447;1;68;1;1
13580;8-9-2001;100485;1;70;1;1
13581;8-9-2001;100602;1;79;1;1
13582;8-9-2001;100603;1;36;1;1
13583;8-9-2001;100607;1;68;1;1
13584;8-9-2001;100610;1;59;1;1
13585;8-9-2001;100632;1;41;1;1
13586;8-9-2001;100636;1;30;1;1
13587;8-9-2001;100651;1;84;1;1
13588;8-9-2001;100662;1;62;1;1
13589;8-9-2001;100669;1;24;1;1
13590;8-9-2001;100694;1;81;1;1
13591;8-9-2001;100918;1;42;1;1
13592;8-9-2001;100921;1;5;1;1
13593;8-9-2001;100925;1;88;1;1
13594;8-9-2001;100929;1;76;1;1
13595;8-9-2001;100954;1;67;1;1
13596;8-9-2001;100965;1;52;1;1
13597;8-9-2001;100991;1;16;1;1
13598;8-9-2001;104240;1;6;1;1
13599;8-9-2001;104243;1;38;1;1
13600;8-9-2001;104273;1;18;1;1
13601;8-9-2001;104284;1;42;1;1
13602;8-9-2001;107838;1;69;1;1
13603;8-9-2001;107852;1;44;1;1
13604;8-9-2001;107855;1;67;1;1
13605;8-9-2001;107857;1;31;1;1
13606;8-9-2001;107866;1;2;1;1
13607;8-9-2001;107876;1;41;1;1
13608;8-9-2001;107895;1;4;1;1
13609;8-9-2001;107914;1;92;1;1
13610;8-9-2001;107947;1;15;1;1
13611;8-9-2001;107958;1;2;1;1
13612;8-9-2001;107976;1;36;1;1
13613;8-9-2001;107980;1;54;1;1
13614;8-9-2001;107987;1;52;1;1
13615;8-9-2001;107990;1;59;1;1
13616;8-9-2001;200304;1;63;1;1
13617;8-9-2001;200314;1;83;1;1
13618;8-9-2001;200351;1;69;1;1
13619;8-9-2001;200373;1;83;1;1
13620;8-9-2001;200389;1;14;1;1
13621;8-9-2001;200391;1;25;1;1
13622;8-9-2001;200395;1;21;1;1
13623;8-9-2001;201202;1;71;1;1
13624;8-9-2001;201204;1;49;1;1
13625;8-9-2001;201207;1;89;1;1
13626;8-9-2001;201213;1;48;1;1
13627;8-9-2001;201233;1;12;1;1
13628;8-9-2001;201263;1;6;1;1
13629;8-9-2001;201285;1;42;1;1
13630;8-9-2001;201290;1;39;1;1
13631;8-9-2001;201294;1;100;1;1
13632;8-9-2001;201322;1;76;1;1
13633;8-9-2001;201345;1;77;1;1
13634;8-9-2001;201347;1;7;1;1
13635;8-9-2001;201349;1;80;1;1
13636;8-9-2001;201358;1;33;1;1
13637;8-9-2001;201376;1;14;1;1
13638;8-9-2001;201379;1;13;1;1
13639;8-9-2001;201395;1;36;1;1
13640;8-9-2001;201504;1;25;1;1
13641;8-9-2001;201506;1;53;1;1
13642;8-9-2001;201508;1;51;1;1
13643;8-9-2001;201510;1;78;1;1
13644;8-9-2001;201512;1;65;1;1
13645;8-9-2001;201518;1;38;1;1
13646;8-9-2001;201519;1;81;1;1
13647;8-9-2001;201520;1;48;1;1
13648;8-9-2001;201528;1;88;1;1
13649;8-9-2001;201533;1;99;1;1
13650;8-9-2001;201535;1;41;1;1
13651;8-9-2001;201537;1;64;1;1
13652;8-9-2001;201541;1;31;1;1
13653;8-9-2001;201543;1;91;1;1
13654;8-9-2001;201547;1;29;1;1
13655;8-9-2001;201553;1;44;1;1
13656;8-9-2001;201555;1;73;1;1
13657;8-9-2001;201557;1;85;1;1
13658;8-9-2001;201561;1;87;1;1
13659;8-9-2001;201565;1;16;1;1
13660;8-9-2001;201570;1;37;1;1
13661;8-9-2001;201574;1;70;1;1
13662;8-9-2001;201578;1;48;1;1
13663;8-9-2001;201582;1;71;1;1
13664;8-9-2001;201586;1;51;1;1
13665;8-9-2001;201909;1;83;1;1
13666;8-9-2001;201915;1;16;1;1
13667;8-9-2001;201918;1;97;1;1
13668;8-9-2001;201927;1;66;1;1
13669;8-9-2001;201931;1;76;1;1
13670;8-9-2001;201933;1;68;1;1
13671;8-9-2001;201936;1;53;1;1
13672;8-9-2001;201940;1;95;1;1
13673;8-9-2001;201954;1;37;1;1
13674;8-9-2001;201967;1;59;1;1
13675;8-9-2001;201972;1;78;1;1
13676;8-9-2001;201974;1;60;1;1
13677;8-9-2001;201975;1;3;1;1
13678;8-9-2001;201981;1;71;1;1
13679;8-9-2001;201987;1;82;1;1
13680;8-9-2001;201994;1;48;1;1
13681;8-9-2001;202216;1;52;1;1
13682;8-9-2001;202224;1;22;1;1
13683;8-9-2001;202245;1;97;1;1
13684;8-9-2001;202249;1;63;1;1
13685;8-9-2001;202256;1;39;1;1
13686;8-9-2001;202266;1;3;1;1
13687;8-9-2001;202290;1;3;1;1
13688;8-9-2001;202294;1;52;1;1
13689;8-9-2001;203014;1;10;1;1
13690;8-9-2001;203025;1;12;1;1
13691;8-9-2001;203029;1;11;1;1
13692;8-9-2001;203041;1;9;1;1
13693;8-9-2001;203051;1;23;1;1
13694;8-9-2001;203094;1;77;1;1
13695;8-9-2001;204643;1;39;1;1
13696;8-9-2001;204649;1;81;1;1
13697;8-9-2001;204661;1;16;1;1
13698;8-9-2001;204665;1;24;1;1
13699;8-9-2001;204667;1;76;1;1
13700;8-9-2001;204670;1;14;1;1
13701;8-9-2001;204677;1;65;1;1
13702;8-9-2001;204680;1;100;1;1
13703;8-9-2001;205133;1;61;1;1
13704;8-9-2001;205143;1;28;1;1
13705;8-9-2001;205158;1;51;1;1
13706;8-9-2001;205165;1;56;1;1
13707;8-9-2001;205173;1;55;1;1
13708;8-9-2001;207507;1;25;1;1
13709;8-9-2001;207510;1;42;1;1
13710;8-9-2001;207521;1;9;1;1
13711;8-9-2001;207536;1;76;1;1
13712;8-9-2001;207547;1;64;1;1
13713;8-9-2001;207580;1;44;1;1
13714;8-9-2001;207583;1;56;1;1
13715;8-9-2001;207585;1;13;1;1
13716;8-9-2001;207587;1;87;1;1
13717;8-9-2001;208407;1;44;1;1
13718;8-9-2001;208421;1;36;1;1
13719;8-9-2001;208425;1;96;1;1
13720;8-9-2001;208429;1;96;1;1
13721;8-9-2001;208436;1;89;1;1
13722;8-9-2001;208447;1;24;1;1
13723;8-9-2001;208458;1;95;1;1
13724;8-9-2001;208475;1;36;1;1
13725;8-9-2001;208478;1;32;1;1
13726;8-9-2001;208487;1;48;1;1
13727;8-9-2001;302602;1;45;1;1
13728;8-9-2001;302604;1;40;1;1
13729;8-9-2001;302605;1;1;1;1
13730;8-9-2001;302606;1;75;1;1
13731;8-9-2001;302608;1;89;1;1
13732;8-9-2001;302609;1;22;1;1
13733;8-9-2001;302610;1;38;1;1
13734;8-9-2001;302611;1;67;1;1
13735;8-9-2001;302612;1;72;1;1
13736;8-9-2001;302614;1;54;1;1
13737;8-9-2001;302616;1;31;1;1
13738;8-9-2001;302618;1;67;1;1
13739;8-9-2001;302624;1;8;1;1
13740;8-9-2001;302626;1;2;1;1
13741;8-9-2001;302628;1;20;1;1
13742;8-9-2001;302629;1;76;1;1
13743;8-9-2001;302630;1;51;1;1
13744;8-9-2001;302632;1;5;1;1
13745;8-9-2001;302633;1;35;1;1
13746;8-9-2001;302634;1;83;1;1
13747;8-9-2001;302636;1;92;1;1
13748;8-9-2001;302637;1;64;1;1
13749;8-9-2001;302638;1;33;1;1
13750;8-9-2001;302640;1;40;1;1
13751;8-9-2001;302642;1;36;1;1
13752;8-9-2001;302648;1;44;1;1
13753;8-9-2001;302650;1;47;1;1
13754;8-9-2001;302654;1;58;1;1
13755;8-9-2001;302662;1;82;1;1
13756;8-9-2001;302663;1;21;1;1
13757;8-9-2001;302664;1;17;1;1
13758;8-9-2001;302665;1;11;1;1
13759;8-9-2001;302666;1;92;1;1
13760;8-9-2001;302667;1;81;1;1
13761;8-9-2001;302668;1;74;1;1
13762;8-9-2001;302672;1;81;1;1
13763;8-9-2001;302674;1;39;1;1
13764;8-9-2001;302675;1;64;1;1
13765;8-9-2001;302676;1;36;1;1
13766;8-9-2001;302680;1;40;1;1
13767;8-9-2001;302688;1;12;1;1
13768;8-9-2001;302690;1;92;1;1
13769;8-9-2001;302692;1;23;1;1
13770;8-9-2001;302693;1;11;1;1
13771;8-9-2001;302695;1;24;1;1
13772;8-9-2001;302696;1;61;1;1
13773;8-9-2001;302903;1;89;1;1
13774;8-9-2001;302910;1;32;1;1
13775;8-9-2001;302918;1;28;1;1
13776;8-9-2001;302921;1;27;1;1
13777;8-9-2001;302947;1;21;1;1
13778;8-9-2001;302956;1;15;1;1
13779;8-9-2001;302962;1;40;1;1
13780;8-9-2001;302984;1;40;1;1
13781;8-9-2001;302990;1;65;1;1
13782;8-9-2001;303330;1;62;1;1
13783;8-9-2001;303332;1;56;1;1
13784;8-9-2001;303334;1;85;1;1
13785;8-9-2001;303336;1;34;1;1
13786;8-9-2001;303386;1;76;1;1
13787;8-9-2001;303532;1;56;1;1
13788;8-9-2001;303543;1;82;1;1
13789;8-9-2001;303551;1;37;1;1
13790;8-9-2001;303558;1;71;1;1
13791;8-9-2001;303591;1;77;1;1
13792;8-9-2001;303907;1;7;1;1
13793;8-9-2001;303915;1;57;1;1
13794;8-9-2001;303929;1;88;1;1
13795;8-9-2001;303936;1;18;1;1
13796;8-9-2001;303958;1;76;1;1
13797;8-9-2001;303961;1;3;1;1
13798;8-9-2001;303985;1;11;1;1
13799;8-9-2001;304802;1;47;1;1
13800;8-9-2001;304806;1;89;1;1
13801;8-9-2001;304811;1;86;1;1
13802;8-9-2001;304827;1;22;1;1
13803;8-9-2001;304833;1;78;1;1
13804;8-9-2001;304842;1;91;1;1
13805;8-9-2001;304845;1;28;1;1
13806;8-9-2001;304849;1;62;1;1
13807;8-9-2001;304854;1;40;1;1
13808;8-9-2001;304859;1;62;1;1
13809;8-9-2001;304876;1;32;1;1
13810;8-9-2001;304879;1;34;1;1
13811;8-9-2001;304892;1;92;1;1
13812;8-9-2001;305440;1;91;1;1
13813;8-9-2001;305454;1;43;1;1
13814;8-9-2001;305480;1;2;1;1
13815;8-9-2001;305487;1;13;1;1
13816;8-9-2001;305610;1;42;1;1
13817;8-9-2001;305622;1;48;1;1
13818;8-9-2001;305628;1;84;1;1
13819;8-9-2001;305646;1;66;1;1
13820;8-9-2001;305670;1;61;1;1
13821;8-9-2001;305678;1;90;1;1
13822;8-9-2001;305682;1;39;1;1
13823;8-9-2001;305924;1;62;1;1
13824;8-9-2001;305944;1;31;1;1
13825;8-9-2001;305956;1;96;1;1
13826;8-9-2001;305974;1;100;1;1
13827;8-9-2001;305984;1;100;1;1
13828;8-9-2001;305994;1;18;1;1
13829;8-9-2001;306113;1;20;1;1
13830;8-9-2001;306116;1;17;1;1
13831;8-9-2001;306120;1;83;1;1
13832;8-9-2001;306122;1;37;1;1
13833;8-9-2001;306123;1;91;1;1
13834;8-9-2001;306124;1;82;1;1
13835;8-9-2001;306131;1;13;1;1
13836;8-9-2001;306152;1;33;1;1
13837;8-9-2001;306165;1;100;1;1
13838;8-9-2001;306172;1;49;1;1
13839;8-9-2001;306181;1;11;1;1
13840;8-9-2001;306194;1;67;1;1
13841;8-9-2001;306702;1;88;1;1
13842;8-9-2001;306704;1;80;1;1
13843;8-9-2001;306706;1;93;1;1
13844;8-9-2001;306758;1;62;1;1
13845;8-9-2001;306768;1;20;1;1
13846;8-9-2001;306807;1;49;1;1
13847;8-9-2001;306852;1;61;1;1
13848;8-9-2001;306860;1;42;1;1
13849;8-9-2001;306863;1;39;1;1
13850;8-9-2001;306864;1;16;1;1
13851;8-9-2001;306876;1;49;1;1
13852;8-9-2001;307204;1;74;1;1
13853;8-9-2001;307209;1;62;1;1
13854;8-9-2001;307218;1;47;1;1
13855;8-9-2001;307238;1;98;1;1
13856;8-9-2001;307240;1;91;1;1
13857;8-9-2001;307247;1;91;1;1
13858;8-9-2001;307256;1;58;1;1
13859;8-9-2001;307263;1;56;1;1
13860;8-9-2001;307274;1;12;1;1
13861;8-9-2001;307283;1;62;1;1
13862;8-9-2001;308207;1;96;1;1
13863;8-9-2001;308229;1;51;1;1
13864;8-9-2001;308247;1;1;1;1
13865;8-9-2001;308273;1;88;1;1
