id;DATE;UPAZILLACODE;CROPTYPEID;AREAAFFECTED [ha];LOSSTYPE [];18
4222;2001-03-12;507622;1;23;1;83
4223;2001-03-12;507633;1;79;1;86
4224;2001-03-12;507639;1;60;1;89
4225;2001-03-12;507655;1;26;1;67
4226;2001-03-12;507672;1;3;1;93
4227;2001-03-12;507683;1;100;1;73
4228;2001-03-12;508110;1;73;1;85
4229;2001-03-12;508112;1;79;1;10
4230;2001-03-12;508122;1;81;1;57
4231;2001-03-12;508125;1;60;1;26
4232;2001-03-12;508131;1;66;1;97
4233;2001-03-12;508134;1;92;1;31
4234;2001-03-12;508140;1;76;1;64
4235;2001-03-12;508153;1;4;1;4
4236;2001-03-12;508172;1;72;1;56
4237;2001-03-12;508182;1;48;1;69
4238;2001-03-12;508185;1;74;1;12
4239;2001-03-12;508190;1;18;1;51
4240;2001-03-12;508194;1;74;1;66
4241;2001-03-12;508811;1;62;1;26
4242;2001-03-12;508827;1;14;1;32
4243;2001-03-12;508844;1;38;1;32
4244;2001-03-12;508850;1;65;1;20
4245;2001-03-12;508861;1;62;1;6
4246;2001-03-12;508867;1;53;1;17
4247;2001-03-12;508878;1;72;1;90
4248;2001-03-12;508889;1;3;1;77
4249;2001-03-12;508894;1;65;1;79
4250;2001-03-12;552710;1;31;1;4
4251;2001-03-12;552712;1;5;1;90
4252;2001-03-12;552717;1;40;1;23
4253;2001-03-12;552721;1;90;1;87
4254;2001-03-12;552730;1;83;1;18
4255;2001-03-12;552738;1;2;1;3
4256;2001-03-12;552743;1;94;1;76
4257;2001-03-12;552747;1;25;1;43
4258;2001-03-12;552756;1;95;1;3
4259;2001-03-12;552760;1;97;1;68
4260;2001-03-12;552764;1;18;1;67
4261;2001-03-12;552769;1;67;1;10
4262;2001-03-12;552777;1;40;1;5
4263;2001-03-12;553221;1;97;1;60
4264;2001-03-12;553224;1;46;1;43
4265;2001-03-12;553230;1;9;1;50
4266;2001-03-12;553267;1;73;1;74
4267;2001-03-12;553282;1;33;1;30
4268;2001-03-12;553288;1;63;1;92
4269;2001-03-12;553291;1;71;1;42
4270;2001-03-12;554906;1;89;1;21
4271;2001-03-12;554908;1;15;1;24
4272;2001-03-12;554909;1;5;1;44
4273;2001-03-12;554918;1;51;1;63
4274;2001-03-12;554952;1;68;1;24
4275;2001-03-12;554961;1;5;1;87
4276;2001-03-12;554977;1;10;1;94
4277;2001-03-12;554979;1;53;1;32
4278;2001-03-12;554994;1;100;1;53
4279;2001-03-12;555202;1;98;1;1
4280;2001-03-12;555233;1;84;1;19
4281;2001-03-12;555239;1;50;1;36
4282;2001-03-12;555255;1;40;1;55
4283;2001-03-12;555270;1;94;1;37
4284;2001-03-12;557312;1;88;1;45
4285;2001-03-12;557315;1;83;1;41
4286;2001-03-12;557336;1;61;1;11
4287;2001-03-12;557345;1;93;1;25
4288;2001-03-12;557364;1;22;1;98
4289;2001-03-12;557385;1;19;1;83
4290;2001-03-12;557704;1;58;1;61
4291;2001-03-12;557725;1;15;1;70
4292;2001-03-12;557734;1;17;1;49
4293;2001-03-12;557773;1;72;1;16
4294;2001-03-12;557790;1;53;1;22
4295;2001-03-12;558503;1;25;1;2
4296;2001-03-12;558527;1;92;1;27
4297;2001-03-12;558542;1;98;1;70
4298;2001-03-12;558549;1;38;1;58
4299;2001-03-12;558558;1;29;1;64
4300;2001-03-12;558573;1;1;1;36
4301;2001-03-12;558576;1;43;1;3
4302;2001-03-12;558592;1;93;1;99
4303;2001-03-12;559408;1;22;1;60
4304;2001-03-12;559451;1;45;1;66
4305;2001-03-12;559482;1;54;1;14
4306;2001-03-12;559486;1;73;1;65
4307;2001-03-12;559494;1;19;1;16
4308;2001-03-12;603602;1;10;1;85
4309;2001-03-12;603605;1;75;1;34
4310;2001-03-12;603611;1;70;1;79
4311;2001-03-12;603626;1;96;1;12
4312;2001-03-12;603644;1;36;1;97
4313;2001-03-12;603668;1;2;1;50
4314;2001-03-12;603671;1;60;1;48
4315;2001-03-12;603677;1;15;1;98
4316;2001-03-12;605814;1;80;1;33
4317;2001-03-12;605835;1;43;1;34
4318;2001-03-12;605856;1;36;1;45
4319;2001-03-12;605865;1;39;1;71
4320;2001-03-12;605874;1;9;1;1
4321;2001-03-12;605880;1;27;1;85
4322;2001-03-12;605883;1;58;1;78
4323;2001-03-12;609018;1;23;1;76
4324;2001-03-12;609023;1;24;1;49
4325;2001-03-12;609027;1;22;1;54
4326;2001-03-12;609029;1;98;1;49
4327;2001-03-12;609032;1;64;1;57
4328;2001-03-12;609033;1;80;1;30
4329;2001-03-12;609047;1;39;1;78
4330;2001-03-12;609050;1;30;1;62
4331;2001-03-12;609086;1;53;1;74
4332;2001-03-12;609089;1;74;1;62
4333;2001-03-12;609092;1;44;1;64
4334;2001-03-12;609108;1;66;1;58
4335;2001-03-12;609117;1;56;1;84
4336;2001-03-12;609120;1;91;1;39
4337;2001-03-12;609127;1;28;1;81
4338;2001-03-12;609131;1;7;1;1
4339;2001-03-12;609135;1;35;1;23
4340;2001-03-12;609138;1;74;1;54
4341;2001-03-12;609141;1;89;1;19
4342;2001-03-12;609153;1;6;1;94
4343;2001-03-12;609159;1;95;1;92
4344;2001-03-12;609162;1;9;1;27
4345;2001-03-22;100409;1;81;1;20
4346;2001-03-22;100419;1;64;1;25
4347;2001-03-22;100428;1;33;1;51
4348;2001-03-22;100447;1;89;1;82
4349;2001-03-22;100485;1;58;1;55
4350;2001-03-22;100602;1;70;1;78
4351;2001-03-22;100603;1;90;1;94
4352;2001-03-22;100607;1;89;1;86
4353;2001-03-22;100610;1;80;1;56
4354;2001-03-22;100632;1;90;1;70
4355;2001-03-22;100636;1;61;1;84
4356;2001-03-22;100651;1;40;1;43
4357;2001-03-22;100662;1;77;1;39
4358;2001-03-22;100669;1;69;1;6
4359;2001-03-22;100694;1;1;1;56
4360;2001-03-22;100918;1;55;1;99
4361;2001-03-22;100921;1;13;1;11
4362;2001-03-22;100925;1;48;1;98
4363;2001-03-22;100929;1;42;1;41
4364;2001-03-22;100954;1;13;1;76
4365;2001-03-22;100965;1;15;1;27
4366;2001-03-22;100991;1;24;1;11
4367;2001-03-22;104240;1;32;1;78
4368;2001-03-22;104243;1;95;1;2
4369;2001-03-22;104273;1;88;1;79
4370;2001-03-22;104284;1;37;1;41
4371;2001-03-22;107838;1;30;1;47
4372;2001-03-22;107852;1;22;1;24
4373;2001-03-22;107855;1;8;1;91
4374;2001-03-22;107857;1;55;1;64
4375;2001-03-22;107866;1;42;1;51
4376;2001-03-22;107876;1;59;1;57
4377;2001-03-22;107895;1;43;1;2
4378;2001-03-22;107914;1;13;1;25
4379;2001-03-22;107947;1;96;1;88
4380;2001-03-22;107958;1;3;1;51
4381;2001-03-22;107976;1;20;1;41
4382;2001-03-22;107980;1;27;1;1
4383;2001-03-22;107987;1;16;1;98
4384;2001-03-22;107990;1;97;1;75
4385;2001-03-22;200304;1;3;1;93
4386;2001-03-22;200314;1;31;1;10
4387;2001-03-22;200351;1;25;1;79
4388;2001-03-22;200373;1;56;1;90
4389;2001-03-22;200389;1;82;1;15
4390;2001-03-22;200391;1;7;1;77
4391;2001-03-22;200395;1;29;1;24
4392;2001-03-22;201202;1;13;1;37
4393;2001-03-22;201204;1;28;1;7
4394;2001-03-22;201207;1;77;1;44
4395;2001-03-22;201213;1;81;1;95
4396;2001-03-22;201233;1;89;1;46
4397;2001-03-22;201263;1;78;1;50
4398;2001-03-22;201285;1;85;1;96
4399;2001-03-22;201290;1;21;1;83
4400;2001-03-22;201294;1;65;1;56
4401;2001-03-22;201322;1;38;1;34
4402;2001-03-22;201345;1;34;1;32
4403;2001-03-22;201347;1;78;1;6
4404;2001-03-22;201349;1;29;1;44
4405;2001-03-22;201358;1;69;1;64
4406;2001-03-22;201376;1;53;1;49
4407;2001-03-22;201379;1;47;1;31
4408;2001-03-22;201395;1;17;1;44
4409;2001-03-22;201504;1;40;1;25
4410;2001-03-22;201506;1;16;1;66
4411;2001-03-22;201508;1;54;1;71
4412;2001-03-22;201510;1;82;1;47
4413;2001-03-22;201512;1;54;1;16
4414;2001-03-22;201518;1;58;1;75
4415;2001-03-22;201519;1;57;1;43
4416;2001-03-22;201520;1;11;1;32
4417;2001-03-22;201528;1;34;1;78
4418;2001-03-22;201533;1;84;1;23
4419;2001-03-22;201535;1;3;1;41
4420;2001-03-22;201537;1;87;1;38
4421;2001-03-22;201541;1;82;1;24
4422;2001-03-22;201543;1;93;1;84
4423;2001-03-22;201547;1;44;1;52
4424;2001-03-22;201553;1;21;1;29
4425;2001-03-22;201555;1;60;1;68
4426;2001-03-22;201557;1;3;1;70
4427;2001-03-22;201561;1;76;1;61
4428;2001-03-22;201565;1;74;1;26
4429;2001-03-22;201570;1;70;1;13
4430;2001-03-22;201574;1;61;1;21
4431;2001-03-22;201578;1;3;1;51
4432;2001-03-22;201582;1;100;1;62
4433;2001-03-22;201586;1;75;1;17
4434;2001-03-22;201909;1;72;1;86
4435;2001-03-22;201915;1;95;1;4
4436;2001-03-22;201918;1;33;1;81
4437;2001-03-22;201927;1;79;1;91
4438;2001-03-22;201931;1;61;1;9
4439;2001-03-22;201933;1;93;1;22
4440;2001-03-22;201936;1;42;1;87
4441;2001-03-22;201940;1;37;1;33
4442;2001-03-22;201954;1;8;1;47
4443;2001-03-22;201967;1;94;1;71
4444;2001-03-22;201972;1;100;1;53
4445;2001-03-22;201974;1;91;1;89
4446;2001-03-22;201975;1;28;1;14
4447;2001-03-22;201981;1;78;1;45
4448;2001-03-22;201987;1;7;1;7
4449;2001-03-22;201994;1;78;1;27
4450;2001-03-22;202216;1;96;1;51
4451;2001-03-22;202224;1;23;1;14
4452;2001-03-22;202245;1;65;1;84
4453;2001-03-22;202249;1;36;1;97
4454;2001-03-22;202256;1;56;1;56
4455;2001-03-22;202266;1;84;1;36
4456;2001-03-22;202290;1;97;1;28
4457;2001-03-22;202294;1;19;1;91
4458;2001-03-22;203014;1;26;1;62
4459;2001-03-22;203025;1;87;1;79
4460;2001-03-22;203029;1;94;1;45
4461;2001-03-22;203041;1;96;1;54
4462;2001-03-22;203051;1;2;1;20
4463;2001-03-22;203094;1;69;1;69
4464;2001-03-22;204643;1;42;1;97
4465;2001-03-22;204649;1;91;1;61
4466;2001-03-22;204661;1;37;1;31
4467;2001-03-22;204665;1;7;1;6
4468;2001-03-22;204667;1;44;1;26
4469;2001-03-22;204670;1;69;1;27
4470;2001-03-22;204677;1;79;1;99
4471;2001-03-22;204680;1;52;1;29
4472;2001-03-22;205133;1;96;1;71
4473;2001-03-22;205143;1;47;1;2
4474;2001-03-22;205158;1;19;1;67
4475;2001-03-22;205165;1;6;1;53
4476;2001-03-22;205173;1;27;1;38
4477;2001-03-22;207507;1;57;1;28
4478;2001-03-22;207510;1;3;1;59
4479;2001-03-22;207521;1;8;1;3
4480;2001-03-22;207536;1;20;1;10
4481;2001-03-22;207547;1;67;1;59
4482;2001-03-22;207580;1;27;1;27
4483;2001-03-22;207583;1;45;1;100
4484;2001-03-22;207585;1;29;1;70
4485;2001-03-22;207587;1;27;1;57
4486;2001-03-22;208407;1;41;1;38
4487;2001-03-22;208421;1;96;1;53
4488;2001-03-22;208425;1;63;1;54
4489;2001-03-22;208429;1;37;1;14
4490;2001-03-22;208436;1;17;1;9
4491;2001-03-22;208447;1;4;1;33
4492;2001-03-22;208458;1;35;1;80
4493;2001-03-22;208475;1;70;1;100
4494;2001-03-22;208478;1;93;1;37
4495;2001-03-22;208487;1;81;1;74
4496;2001-03-22;302602;1;49;1;50
4497;2001-03-22;302604;1;91;1;74
4498;2001-03-22;302605;1;64;1;27
4499;2001-03-22;302606;1;11;1;55
4500;2001-03-22;302608;1;52;1;29
4501;2001-03-22;302609;1;92;1;31
4502;2001-03-22;302610;1;15;1;18
4503;2001-03-22;302611;1;83;1;10
4504;2001-03-22;302612;1;30;1;62
4505;2001-03-22;302614;1;37;1;71
4506;2001-03-22;302616;1;63;1;33
4507;2001-03-22;302618;1;88;1;96
4508;2001-03-22;302624;1;69;1;93
4509;2001-03-22;302626;1;59;1;78
4510;2001-03-22;302628;1;44;1;26
4511;2001-03-22;302629;1;59;1;92
4512;2001-03-22;302630;1;27;1;5
4513;2001-03-22;302632;1;37;1;33
4514;2001-03-22;302633;1;54;1;68
4515;2001-03-22;302634;1;54;1;16
4516;2001-03-22;302636;1;53;1;14
4517;2001-03-22;302637;1;64;1;42
4518;2001-03-22;302638;1;42;1;87
4519;2001-03-22;302640;1;59;1;41
4520;2001-03-22;302642;1;78;1;50
4521;2001-03-22;302648;1;96;1;84
4522;2001-03-22;302650;1;65;1;10
4523;2001-03-22;302654;1;60;1;58
4524;2001-03-22;302662;1;38;1;71
4525;2001-03-22;302663;1;25;1;16
4526;2001-03-22;302664;1;95;1;46
4527;2001-03-22;302665;1;86;1;22
4528;2001-03-22;302666;1;95;1;42
4529;2001-03-22;302667;1;81;1;56
4530;2001-03-22;302668;1;97;1;8
4531;2001-03-22;302672;1;36;1;5
4532;2001-03-22;302674;1;84;1;78
4533;2001-03-22;302675;1;57;1;50
4534;2001-03-22;302676;1;47;1;59
4535;2001-03-22;302680;1;6;1;26
4536;2001-03-22;302688;1;36;1;12
4537;2001-03-22;302690;1;57;1;50
4538;2001-03-22;302692;1;47;1;12
4539;2001-03-22;302693;1;84;1;57
4540;2001-03-22;302695;1;84;1;42
4541;2001-03-22;302696;1;66;1;78
4542;2001-03-22;302903;1;24;1;31
4543;2001-03-22;302910;1;58;1;28
4544;2001-03-22;302918;1;30;1;60
4545;2001-03-22;302921;1;88;1;47
4546;2001-03-22;302947;1;27;1;23
4547;2001-03-22;302956;1;89;1;39
4548;2001-03-22;302962;1;24;1;44
4549;2001-03-22;302984;1;50;1;4
4550;2001-03-22;302990;1;46;1;23
4551;2001-03-22;303330;1;40;1;81
4552;2001-03-22;303332;1;91;1;15
4553;2001-03-22;303334;1;22;1;82
4554;2001-03-22;303336;1;47;1;44
4555;2001-03-22;303386;1;26;1;73
4556;2001-03-22;303532;1;19;1;16
4557;2001-03-22;303543;1;1;1;52
4558;2001-03-22;303551;1;100;1;23
4559;2001-03-22;303558;1;21;1;34
4560;2001-03-22;303591;1;18;1;8
4561;2001-03-22;303907;1;51;1;88
4562;2001-03-22;303915;1;99;1;63
4563;2001-03-22;303929;1;51;1;49
4564;2001-03-22;303936;1;71;1;2
4565;2001-03-22;303958;1;99;1;16
4566;2001-03-22;303961;1;19;1;18
4567;2001-03-22;303985;1;45;1;30
4568;2001-03-22;304802;1;63;1;67
4569;2001-03-22;304806;1;67;1;24
4570;2001-03-22;304811;1;90;1;52
4571;2001-03-22;304827;1;100;1;61
4572;2001-03-22;304833;1;14;1;30
4573;2001-03-22;304842;1;67;1;43
4574;2001-03-22;304845;1;8;1;98
4575;2001-03-22;304849;1;82;1;38
4576;2001-03-22;304854;1;55;1;92
4577;2001-03-22;304859;1;21;1;11
4578;2001-03-22;304876;1;33;1;35
4579;2001-03-22;304879;1;22;1;80
4580;2001-03-22;304892;1;52;1;18
4581;2001-03-22;305440;1;5;1;42
4582;2001-03-22;305454;1;43;1;96
4583;2001-03-22;305480;1;46;1;86
4584;2001-03-22;305487;1;75;1;84
4585;2001-03-22;305610;1;1;1;7
4586;2001-03-22;305622;1;90;1;37
4587;2001-03-22;305628;1;12;1;39
4588;2001-03-22;305646;1;19;1;81
4589;2001-03-22;305670;1;3;1;49
4590;2001-03-22;305678;1;54;1;8
4591;2001-03-22;305682;1;38;1;61
4592;2001-03-22;305924;1;53;1;9
4593;2001-03-22;305944;1;57;1;84
4594;2001-03-22;305956;1;27;1;92
4595;2001-03-22;305974;1;18;1;8
4596;2001-03-22;305984;1;31;1;55
4597;2001-03-22;305994;1;95;1;54
4598;2001-03-22;306113;1;3;1;71
4599;2001-03-22;306116;1;60;1;33
4600;2001-03-22;306120;1;14;1;49
4601;2001-03-22;306122;1;98;1;29
4602;2001-03-22;306123;1;13;1;79
4603;2001-03-22;306124;1;41;1;79
4604;2001-03-22;306131;1;8;1;29
4605;2001-03-22;306152;1;55;1;61
4606;2001-03-22;306165;1;70;1;68
4607;2001-03-22;306172;1;3;1;33
4608;2001-03-22;306181;1;77;1;50
4609;2001-03-22;306194;1;67;1;7
4610;2001-03-22;306702;1;34;1;41
4611;2001-03-22;306704;1;86;1;7
4612;2001-03-22;306706;1;31;1;72
4613;2001-03-22;306758;1;37;1;12
4614;2001-03-22;306768;1;16;1;25
4615;2001-03-22;306807;1;72;1;64
4616;2001-03-22;306852;1;90;1;35
4617;2001-03-22;306860;1;50;1;12
4618;2001-03-22;306863;1;93;1;52
4619;2001-03-22;306864;1;23;1;30
4620;2001-03-22;306876;1;51;1;25
4621;2001-03-22;307204;1;15;1;27
4622;2001-03-22;307209;1;100;1;74
4623;2001-03-22;307218;1;34;1;69
4624;2001-03-22;307238;1;15;1;54
4625;2001-03-22;307240;1;3;1;50
4626;2001-03-22;307247;1;68;1;56
4627;2001-03-22;307256;1;16;1;66
4628;2001-03-22;307263;1;100;1;58
4629;2001-03-22;307274;1;82;1;58
4630;2001-03-22;307283;1;93;1;49
4631;2001-03-22;308207;1;42;1;54
4632;2001-03-22;308229;1;43;1;77
4633;2001-03-22;308247;1;78;1;67
4634;2001-03-22;308273;1;31;1;69
4635;2001-03-22;308276;1;23;1;14
4636;2001-03-22;308614;1;24;1;62
4637;2001-03-22;308625;1;52;1;97
4638;2001-03-22;308636;1;80;1;31
4639;2001-03-22;308665;1;36;1;40
4640;2001-03-22;308669;1;98;1;39
4641;2001-03-22;308694;1;84;1;10
4642;2001-03-22;308937;1;15;1;27
4643;2001-03-22;308967;1;20;1;8
4644;2001-03-22;308970;1;27;1;51
4645;2001-03-22;308988;1;9;1;6
4646;2001-03-22;308990;1;37;1;58
4647;2001-03-22;309309;1;65;1;32
4648;2001-03-22;309319;1;58;1;74
4649;2001-03-22;309323;1;72;1;47
4650;2001-03-22;309325;1;23;1;43
4651;2001-03-22;309328;1;44;1;61
4652;2001-03-22;309338;1;56;1;27
4653;2001-03-22;309347;1;50;1;63
4654;2001-03-22;309357;1;4;1;67
4655;2001-03-22;309366;1;84;1;89
4656;2001-03-22;309376;1;87;1;6
4657;2001-03-22;309385;1;100;1;79
4658;2001-03-22;309395;1;82;1;77
4659;2001-03-22;400108;1;30;1;63
4660;2001-03-22;400114;1;46;1;62
4661;2001-03-22;400134;1;62;1;66
4662;2001-03-22;400138;1;80;1;68
4663;2001-03-22;400156;1;53;1;74
4664;2001-03-22;400158;1;50;1;19
4665;2001-03-22;400160;1;17;1;100
4666;2001-03-22;400173;1;53;1;92
4667;2001-03-22;400177;1;16;1;42
4668;2001-03-22;401807;1;88;1;97
4669;2001-03-22;401823;1;48;1;71
4670;2001-03-22;401831;1;86;1;29
4671;2001-03-22;401855;1;71;1;23
4672;2001-03-22;404104;1;18;1;62
4673;2001-03-22;404109;1;31;1;63
4674;2001-03-22;404111;1;67;1;43
4675;2001-03-22;404123;1;71;1;37
4676;2001-03-22;404138;1;36;1;86
4677;2001-03-22;404147;1;57;1;30
4678;2001-03-22;404161;1;82;1;87
4679;2001-03-22;404190;1;54;1;53
4680;2001-03-22;404414;1;71;1;81
4681;2001-03-22;404419;1;72;1;72
4682;2001-03-22;404433;1;77;1;30
4683;2001-03-22;404442;1;87;1;51
4684;2001-03-22;404471;1;71;1;25
4685;2001-03-22;404480;1;98;1;34
4686;2001-03-22;404712;1;61;1;61
4687;2001-03-22;404717;1;88;1;98
4688;2001-03-22;404721;1;46;1;66
4689;2001-03-22;404730;1;82;1;29
4690;2001-03-22;404740;1;61;1;25
4691;2001-03-22;404745;1;67;1;46
4692;2001-03-22;404748;1;96;1;17
4693;2001-03-22;404751;1;11;1;87
4694;2001-03-22;404753;1;49;1;82
4695;2001-03-22;404764;1;12;1;60
4696;2001-03-22;404769;1;42;1;98
4697;2001-03-22;404775;1;55;1;87
4698;2001-03-22;404785;1;38;1;31
4699;2001-03-22;404794;1;49;1;75
4700;2001-03-22;405015;1;66;1;85
4701;2001-03-22;405039;1;64;1;11
4702;2001-03-22;405063;1;49;1;45
4703;2001-03-22;405071;1;50;1;28
4704;2001-03-22;405079;1;46;1;67
4705;2001-03-22;405094;1;93;1;3
4706;2001-03-22;405557;1;74;1;58
4707;2001-03-22;405566;1;48;1;99
4708;2001-03-22;405585;1;92;1;66
4709;2001-03-22;405595;1;90;1;30
4710;2001-03-22;405747;1;34;1;31
4711;2001-03-22;405760;1;35;1;13
4712;2001-03-22;405787;1;44;1;81
4713;2001-03-22;406528;1;70;1;42
4714;2001-03-22;406552;1;38;1;17
4715;2001-03-22;406576;1;28;1;69
4716;2001-03-22;408704;1;47;1;63
4717;2001-03-22;408725;1;24;1;24
4718;2001-03-22;408743;1;92;1;11
4719;2001-03-22;408747;1;6;1;93
4720;2001-03-22;408782;1;69;1;70
4721;2001-03-22;408786;1;30;1;97
4722;2001-03-22;408790;1;57;1;43
4723;2001-03-22;501006;1;21;1;38
4724;2001-03-22;501020;1;27;1;33
4725;2001-03-22;501027;1;12;1;49
4726;2001-03-22;501033;1;53;1;21
4727;2001-03-22;501040;1;30;1;75
4728;2001-03-22;501054;1;68;1;76
4729;2001-03-22;501067;1;98;1;6
4730;2001-03-22;501081;1;4;1;75
4731;2001-03-22;501085;1;27;1;14
4732;2001-03-22;501088;1;37;1;30
4733;2001-03-22;501094;1;70;1;65
4734;2001-03-22;501095;1;20;1;15
4735;2001-03-22;503813;1;27;1;70
4736;2001-03-22;503847;1;30;1;52
4737;2001-03-22;503858;1;77;1;57
4738;2001-03-22;503861;1;79;1;97
4739;2001-03-22;503874;1;78;1;28
4740;2001-03-22;506403;1;12;1;9
4741;2001-03-22;506406;1;10;1;99
4742;2001-03-22;506428;1;48;1;57
4743;2001-03-22;506447;1;72;1;40
4744;2001-03-22;506450;1;76;1;63
4745;2001-03-22;506460;1;18;1;57
4746;2001-03-22;506469;1;94;1;77
4747;2001-03-22;506475;1;60;1;55
4748;2001-03-22;506479;1;18;1;51
4749;2001-03-22;506485;1;78;1;92
4750;2001-03-22;506486;1;15;1;43
4751;2001-03-22;506909;1;62;1;56
4752;2001-03-22;506915;1;96;1;19
4753;2001-03-22;506941;1;62;1;90
4754;2001-03-22;506944;1;96;1;26
4755;2001-03-22;506963;1;98;1;5
4756;2001-03-22;506991;1;84;1;41
4757;2001-03-22;507018;1;95;1;15
4758;2001-03-22;507037;1;45;1;56
4759;2001-03-22;507056;1;32;1;82
4760;2001-03-22;507066;1;32;1;79
4761;2001-03-22;507088;1;38;1;6
4762;2001-03-22;507605;1;16;1;24
4763;2001-03-22;507616;1;61;1;87
4764;2001-03-22;507619;1;85;1;96
4765;2001-03-22;507622;1;31;1;85
4766;2001-03-22;507633;1;51;1;38
4767;2001-03-22;507639;1;77;1;5
4768;2001-03-22;507655;1;12;1;44
4769;2001-03-22;507672;1;66;1;24
4770;2001-03-22;507683;1;61;1;1
4771;2001-03-22;508110;1;41;1;55
4772;2001-03-22;508112;1;32;1;38
4773;2001-03-22;508122;1;99;1;45
4774;2001-03-22;508125;1;91;1;53
4775;2001-03-22;508131;1;38;1;38
4776;2001-03-22;508134;1;94;1;87
4777;2001-03-22;508140;1;23;1;21
4778;2001-03-22;508153;1;24;1;93
4779;2001-03-22;508172;1;17;1;35
4780;2001-03-22;508182;1;30;1;82
4781;2001-03-22;508185;1;33;1;97
4782;2001-03-22;508190;1;52;1;4
4783;2001-03-22;508194;1;73;1;95
4784;2001-03-22;508811;1;59;1;74
4785;2001-03-22;508827;1;54;1;21
4786;2001-03-22;508844;1;16;1;8
4787;2001-03-22;508850;1;97;1;61
4788;2001-03-22;508861;1;7;1;47
4789;2001-03-22;508867;1;74;1;96
4790;2001-03-22;508878;1;95;1;64
4791;2001-03-22;508889;1;73;1;46
4792;2001-03-22;508894;1;40;1;36
4793;2001-03-22;552710;1;91;1;2
4794;2001-03-22;552712;1;86;1;12
4795;2001-03-22;552717;1;60;1;84
4796;2001-03-22;552721;1;21;1;96
4797;2001-03-22;552730;1;5;1;56
4798;2001-03-22;552738;1;27;1;72
4799;2001-03-22;552743;1;76;1;77
4800;2001-03-22;552747;1;22;1;30
4801;2001-03-22;552756;1;75;1;27
4802;2001-03-22;552760;1;31;1;54
4803;2001-03-22;552764;1;51;1;31
4804;2001-03-22;552769;1;32;1;3
4805;2001-03-22;552777;1;36;1;42
4806;2001-03-22;553221;1;63;1;80
4807;2001-03-22;553224;1;77;1;42
4808;2001-03-22;553230;1;32;1;56
4809;2001-03-22;553267;1;3;1;4
4810;2001-03-22;553282;1;9;1;32
4811;2001-03-22;553288;1;43;1;71
4812;2001-03-22;553291;1;46;1;100
4813;2001-03-22;554906;1;74;1;39
4814;2001-03-22;554908;1;69;1;72
4815;2001-03-22;554909;1;87;1;22
4816;2001-03-22;554918;1;68;1;76
4817;2001-03-22;554952;1;19;1;18
4818;2001-03-22;554961;1;46;1;10
4819;2001-03-22;554977;1;11;1;73
4820;2001-03-22;554979;1;86;1;9
4821;2001-03-22;554994;1;53;1;59
4822;2001-03-22;555202;1;38;1;77
4823;2001-03-22;555233;1;42;1;66
4824;2001-03-22;555239;1;47;1;90
4825;2001-03-22;555255;1;66;1;54
4826;2001-03-22;555270;1;33;1;77
4827;2001-03-22;557312;1;70;1;85
4828;2001-03-22;557315;1;99;1;75
4829;2001-03-22;557336;1;51;1;79
4830;2001-03-22;557345;1;32;1;62
4831;2001-03-22;557364;1;30;1;21
4832;2001-03-22;557385;1;70;1;42
4833;2001-03-22;557704;1;85;1;6
4834;2001-03-22;557725;1;17;1;35
4835;2001-03-22;557734;1;40;1;29
4836;2001-03-22;557773;1;9;1;46
4837;2001-03-22;557790;1;4;1;2
4838;2001-03-22;558503;1;68;1;90
4839;2001-03-22;558527;1;67;1;83
4840;2001-03-22;558542;1;18;1;54
4841;2001-03-22;558549;1;68;1;64
4842;2001-03-22;558558;1;65;1;23
4843;2001-03-22;558573;1;80;1;17
4844;2001-03-22;558576;1;23;1;10
4845;2001-03-22;558592;1;27;1;65
4846;2001-03-22;559408;1;51;1;32
4847;2001-03-22;559451;1;29;1;9
4848;2001-03-22;559482;1;1;1;76
4849;2001-03-22;559486;1;88;1;67
4850;2001-03-22;559494;1;58;1;58
4851;2001-03-22;603602;1;88;1;55
4852;2001-03-22;603605;1;87;1;91
4853;2001-03-22;603611;1;9;1;66
4854;2001-03-22;603626;1;91;1;27
4855;2001-03-22;603644;1;16;1;78
4856;2001-03-22;603668;1;20;1;20
4857;2001-03-22;603671;1;74;1;40
4858;2001-03-22;603677;1;94;1;1
4859;2001-03-22;605814;1;58;1;28
4860;2001-03-22;605835;1;8;1;7
4861;2001-03-22;605856;1;91;1;83
4862;2001-03-22;605865;1;45;1;86
4863;2001-03-22;605874;1;62;1;55
4864;2001-03-22;605880;1;15;1;44
4865;2001-03-22;605883;1;57;1;41
4866;2001-03-22;609018;1;76;1;59
4867;2001-03-22;609023;1;88;1;49
4868;2001-03-22;609027;1;4;1;9
4869;2001-03-22;609029;1;1;1;69
4870;2001-03-22;609032;1;88;1;99
4871;2001-03-22;609033;1;100;1;21
4872;2001-03-22;609047;1;12;1;66
4873;2001-03-22;609050;1;80;1;48
4874;2001-03-22;609086;1;92;1;84
4875;2001-03-22;609089;1;43;1;18
4876;2001-03-22;609092;1;31;1;75
4877;2001-03-22;609108;1;26;1;67
4878;2001-03-22;609117;1;75;1;12
4879;2001-03-22;609120;1;70;1;4
4880;2001-03-22;609127;1;72;1;89
4881;2001-03-22;609131;1;2;1;97
4882;2001-03-22;609135;1;23;1;95
4883;2001-03-22;609138;1;98;1;81
4884;2001-03-22;609141;1;7;1;22
4885;2001-03-22;609153;1;39;1;2
