id,DATE,UPAZILLACODE,CROPTYPEID,AREAAFFECTED [ha],LOSSTYPE [],LOSS [MT]
34949,2001-09-28,302696,2,36,1,20
34950,2001-09-28,302903,2,31,1,4
34951,2001-09-28,302910,2,49,1,94
34952,2001-09-28,302918,2,12,1,3
34953,2001-09-28,302921,2,84,1,61
34954,2001-09-28,302947,2,64,1,47
34955,2001-09-28,302956,2,35,1,17
34956,2001-09-28,302962,2,9,1,59
34957,2001-09-28,302984,2,53,1,84
34958,2001-09-28,302990,2,2,1,38
34959,2001-09-28,303330,2,9,1,52
34960,2001-09-28,303332,2,8,1,54
34961,2001-09-28,303334,2,61,1,8
34962,2001-09-28,303336,2,62,1,22
34963,2001-09-28,303386,2,88,1,69
34964,2001-09-28,303532,2,58,1,69
34965,2001-09-28,303543,2,6,1,55
34966,2001-09-28,303551,2,20,1,66
34967,2001-09-28,303558,2,73,1,20
34968,2001-09-28,303591,2,19,1,4
34969,2001-09-28,303907,2,56,1,50
34970,2001-09-28,303915,2,44,1,26
34971,2001-09-28,303929,2,94,1,73
34972,2001-09-28,303936,2,55,1,41
34973,2001-09-28,303958,2,10,1,46
34974,2001-09-28,303961,2,6,1,96
34975,2001-09-28,303985,2,94,1,4
34976,2001-09-28,304802,2,37,1,78
34977,2001-09-28,304806,2,99,1,99
34978,2001-09-28,304811,2,47,1,31
34979,2001-09-28,304827,2,21,1,92
34980,2001-09-28,304833,2,22,1,56
34981,2001-09-28,304842,2,31,1,45
34982,2001-09-28,304845,2,59,1,41
34983,2001-09-28,304849,2,46,1,63
34984,2001-09-28,304854,2,74,1,34
34985,2001-09-28,304859,2,50,1,94
34986,2001-09-28,304876,2,96,1,21
34987,2001-09-28,304879,2,88,1,96
34988,2001-09-28,304892,2,90,1,68
34989,2001-09-28,305440,2,96,1,98
34990,2001-09-28,305454,2,97,1,4
34991,2001-09-28,305480,2,17,1,44
34992,2001-09-28,305487,2,18,1,85
34993,2001-09-28,305610,2,88,1,16
34994,2001-09-28,305622,2,4,1,40
34995,2001-09-28,305628,2,79,1,54
34996,2001-09-28,305646,2,79,1,27
34997,2001-09-28,305670,2,13,1,29
34998,2001-09-28,305678,2,57,1,97
34999,2001-09-28,305682,2,18,1,57
35000,2001-09-28,305924,2,44,1,64
35001,2001-09-28,305944,2,29,1,21
35002,2001-09-28,305956,2,57,1,9
35003,2001-09-28,305974,2,36,1,76
35004,2001-09-28,305984,2,73,1,62
35005,2001-09-28,305994,2,93,1,93
35006,2001-09-28,306113,2,56,1,29
35007,2001-09-28,306116,2,7,1,3
35008,2001-09-28,306120,2,63,1,71
35009,2001-09-28,306122,2,68,1,70
35010,2001-09-28,306123,2,26,1,87
35011,2001-09-28,306124,2,81,1,89
35012,2001-09-28,306131,2,78,1,81
35013,2001-09-28,306152,2,68,1,4
35014,2001-09-28,306165,2,92,1,64
35015,2001-09-28,306172,2,59,1,73
35016,2001-09-28,306181,2,90,1,100
35017,2001-09-28,306194,2,34,1,11
35018,2001-09-28,306702,2,31,1,12
35019,2001-09-28,306704,2,23,1,51
35020,2001-09-28,306706,2,44,1,90
35021,2001-09-28,306758,2,69,1,2
35022,2001-09-28,306768,2,82,1,5
35023,2001-09-28,306807,2,44,1,79
35024,2001-09-28,306852,2,87,1,48
35025,2001-09-28,306860,2,87,1,27
35026,2001-09-28,306863,2,99,1,51
35027,2001-09-28,306864,2,29,1,47
35028,2001-09-28,306876,2,85,1,82
35029,2001-09-28,307204,2,82,1,66
35030,2001-09-28,307209,2,54,1,94
35031,2001-09-28,307218,2,67,1,42
35032,2001-09-28,307238,2,77,1,11
35033,2001-09-28,307240,2,8,1,55
35034,2001-09-28,307247,2,56,1,31
35035,2001-09-28,307256,2,99,1,59
35036,2001-09-28,307263,2,82,1,32
35037,2001-09-28,307274,2,47,1,67
35038,2001-09-28,307283,2,34,1,1
35039,2001-09-28,308207,2,41,1,62
35040,2001-09-28,308229,2,75,1,87
35041,2001-09-28,308247,2,21,1,6
35042,2001-09-28,308273,2,19,1,69
35043,2001-09-28,308276,2,4,1,2
35044,2001-09-28,308614,2,74,1,84
35045,2001-09-28,308625,2,100,1,68
35046,2001-09-28,308636,2,50,1,36
35047,2001-09-28,308665,2,88,1,67
35048,2001-09-28,308669,2,99,1,90
35049,2001-09-28,308694,2,18,1,75
35050,2001-09-28,308937,2,93,1,76
35051,2001-09-28,308967,2,83,1,91
35052,2001-09-28,308970,2,58,1,76
35053,2001-09-28,308988,2,77,1,69
35054,2001-09-28,308990,2,99,1,25
35055,2001-09-28,309309,2,65,1,69
35056,2001-09-28,309319,2,41,1,40
35057,2001-09-28,309323,2,44,1,99
35058,2001-09-28,309325,2,22,1,82
35059,2001-09-28,309328,2,13,1,91
35060,2001-09-28,309338,2,91,1,94
35061,2001-09-28,309347,2,1,1,8
35062,2001-09-28,309357,2,68,1,38
35063,2001-09-28,309366,2,80,1,73
35064,2001-09-28,309376,2,51,1,44
35065,2001-09-28,309385,2,54,1,97
35066,2001-09-28,309395,2,31,1,90
35067,2001-09-28,400108,2,60,1,7
35068,2001-09-28,400114,2,26,1,91
35069,2001-09-28,400134,2,38,1,87
35070,2001-09-28,400138,2,16,1,48
35071,2001-09-28,400156,2,95,1,82
35072,2001-09-28,400158,2,47,1,23
35073,2001-09-28,400160,2,82,1,47
35074,2001-09-28,400173,2,92,1,26
35075,2001-09-28,400177,2,39,1,33
35076,2001-09-28,401807,2,100,1,67
35077,2001-09-28,401823,2,30,1,41
35078,2001-09-28,401831,2,100,1,58
35079,2001-09-28,401855,2,84,1,37
35080,2001-09-28,404104,2,39,1,69
35081,2001-09-28,404109,2,82,1,65
35082,2001-09-28,404111,2,23,1,50
35083,2001-09-28,404123,2,35,1,32
35084,2001-09-28,404138,2,77,1,79
35085,2001-09-28,404147,2,75,1,86
35086,2001-09-28,404161,2,93,1,79
35087,2001-09-28,404190,2,8,1,79
35088,2001-09-28,404414,2,29,1,52
35089,2001-09-28,404419,2,28,1,88
35090,2001-09-28,404433,2,71,1,77
35091,2001-09-28,404442,2,17,1,58
35092,2001-09-28,404471,2,22,1,87
35093,2001-09-28,404480,2,12,1,7
35094,2001-09-28,404712,2,36,1,71
35095,2001-09-28,404717,2,24,1,36
35096,2001-09-28,404721,2,61,1,46
35097,2001-09-28,404730,2,3,1,34
35098,2001-09-28,404740,2,30,1,21
35099,2001-09-28,404745,2,49,1,86
35100,2001-09-28,404748,2,88,1,4
35101,2001-09-28,404751,2,66,1,8
35102,2001-09-28,404753,2,65,1,34
35103,2001-09-28,404764,2,58,1,34
35104,2001-09-28,404769,2,14,1,45
35105,2001-09-28,404775,2,74,1,39
35106,2001-09-28,404785,2,65,1,81
35107,2001-09-28,404794,2,36,1,47
35108,2001-09-28,405015,2,39,1,97
35109,2001-09-28,405039,2,68,1,91
35110,2001-09-28,405063,2,74,1,13
35111,2001-09-28,405071,2,42,1,16
35112,2001-09-28,405079,2,6,1,56
35113,2001-09-28,405094,2,24,1,14
35114,2001-09-28,405557,2,43,1,63
35115,2001-09-28,405566,2,5,1,89
35116,2001-09-28,405585,2,36,1,6
35117,2001-09-28,405595,2,100,1,73
35118,2001-09-28,405747,2,95,1,76
35119,2001-09-28,405760,2,91,1,74
35120,2001-09-28,405787,2,53,1,85
35121,2001-09-28,406528,2,61,1,29
35122,2001-09-28,406552,2,55,1,90
35123,2001-09-28,406576,2,29,1,65
35124,2001-09-28,408704,2,22,1,100
35125,2001-09-28,408725,2,29,1,67
35126,2001-09-28,408743,2,32,1,49
35127,2001-09-28,408747,2,55,1,62
35128,2001-09-28,408782,2,67,1,87
35129,2001-09-28,408786,2,97,1,79
35130,2001-09-28,408790,2,66,1,100
35131,2001-09-28,501006,2,72,1,24
35132,2001-09-28,501020,2,22,1,23
35133,2001-09-28,501027,2,3,1,17
35134,2001-09-28,501033,2,87,1,61
35135,2001-09-28,501040,2,54,1,49
35136,2001-09-28,501054,2,84,1,17
35137,2001-09-28,501067,2,73,1,46
35138,2001-09-28,501081,2,1,1,94
35139,2001-09-28,501085,2,18,1,23
35140,2001-09-28,501088,2,5,1,68
35141,2001-09-28,501094,2,81,1,80
35142,2001-09-28,501095,2,49,1,73
35143,2001-09-28,503813,2,18,1,53
35144,2001-09-28,503847,2,1,1,96
35145,2001-09-28,503858,2,62,1,88
35146,2001-09-28,503861,2,27,1,58
35147,2001-09-28,503874,2,43,1,66
35148,2001-09-28,506403,2,4,1,31
35149,2001-09-28,506406,2,1,1,1
35150,2001-09-28,506428,2,74,1,69
35151,2001-09-28,506447,2,32,1,42
35152,2001-09-28,506450,2,43,1,9
35153,2001-09-28,506460,2,21,1,44
35154,2001-09-28,506469,2,12,1,88
35155,2001-09-28,506475,2,23,1,77
35156,2001-09-28,506479,2,52,1,91
35157,2001-09-28,506485,2,97,1,83
35158,2001-09-28,506486,2,35,1,54
35159,2001-09-28,506909,2,71,1,23
35160,2001-09-28,506915,2,79,1,79
35161,2001-09-28,506941,2,82,1,4
35162,2001-09-28,506944,2,35,1,79
35163,2001-09-28,506963,2,39,1,81
35164,2001-09-28,506991,2,15,1,79
35165,2001-09-28,507018,2,69,1,25
35166,2001-09-28,507037,2,22,1,28
35167,2001-09-28,507056,2,13,1,76
35168,2001-09-28,507066,2,10,1,66
35169,2001-09-28,507088,2,36,1,66
35170,2001-09-28,507605,2,74,1,23
35171,2001-09-28,507616,2,87,1,35
35172,2001-09-28,507619,2,49,1,80
35173,2001-09-28,507622,2,99,1,81
35174,2001-09-28,507633,2,25,1,69
35175,2001-09-28,507639,2,75,1,10
35176,2001-09-28,507655,2,23,1,95
35177,2001-09-28,507672,2,17,1,4
35178,2001-09-28,507683,2,100,1,65
35179,2001-09-28,508110,2,4,1,63
35180,2001-09-28,508112,2,4,1,29
35181,2001-09-28,508122,2,41,1,1
35182,2001-09-28,508125,2,75,1,35
35183,2001-09-28,508131,2,28,1,95
35184,2001-09-28,508134,2,22,1,10
35185,2001-09-28,508140,2,13,1,33
35186,2001-09-28,508153,2,13,1,46
35187,2001-09-28,508172,2,34,1,5
35188,2001-09-28,508182,2,1,1,90
35189,2001-09-28,508185,2,31,1,41
35190,2001-09-28,508190,2,62,1,66
35191,2001-09-28,508194,2,81,1,10
35192,2001-09-28,508811,2,55,1,45
35193,2001-09-28,508827,2,67,1,22
35194,2001-09-28,508844,2,13,1,92
35195,2001-09-28,508850,2,6,1,34
35196,2001-09-28,508861,2,32,1,55
35197,2001-09-28,508867,2,95,1,73
35198,2001-09-28,508878,2,29,1,34
35199,2001-09-28,508889,2,16,1,41
35200,2001-09-28,508894,2,91,1,25
35201,2001-09-28,552710,2,1,1,66
35202,2001-09-28,552712,2,97,1,80
35203,2001-09-28,552717,2,1,1,86
35204,2001-09-28,552721,2,76,1,86
35205,2001-09-28,552730,2,90,1,70
35206,2001-09-28,552738,2,52,1,59
35207,2001-09-28,552743,2,45,1,79
35208,2001-09-28,552747,2,71,1,24
35209,2001-09-28,552756,2,22,1,67
35210,2001-09-28,552760,2,44,1,82
35211,2001-09-28,552764,2,90,1,45
35212,2001-09-28,552769,2,77,1,68
35213,2001-09-28,552777,2,92,1,57
35214,2001-09-28,553221,2,11,1,50
35215,2001-09-28,553224,2,86,1,99
35216,2001-09-28,553230,2,22,1,17
35217,2001-09-28,553267,2,48,1,66
35218,2001-09-28,553282,2,43,1,5
35219,2001-09-28,553288,2,64,1,66
35220,2001-09-28,553291,2,50,1,48
35221,2001-09-28,554906,2,19,1,75
35222,2001-09-28,554908,2,6,1,8
35223,2001-09-28,554909,2,18,1,81
35224,2001-09-28,554918,2,28,1,76
35225,2001-09-28,554952,2,73,1,12
35226,2001-09-28,554961,2,44,1,66
35227,2001-09-28,554977,2,35,1,64
35228,2001-09-28,554979,2,15,1,52
35229,2001-09-28,554994,2,61,1,48
35230,2001-09-28,555202,2,73,1,28
35231,2001-09-28,555233,2,88,1,18
35232,2001-09-28,555239,2,10,1,27
35233,2001-09-28,555255,2,70,1,63
35234,2001-09-28,555270,2,72,1,51
35235,2001-09-28,557312,2,75,1,38
35236,2001-09-28,557315,2,36,1,90
35237,2001-09-28,557336,2,38,1,23
35238,2001-09-28,557345,2,45,1,16
35239,2001-09-28,557364,2,10,1,70
35240,2001-09-28,557385,2,55,1,66
35241,2001-09-28,557704,2,27,1,85
35242,2001-09-28,557725,2,51,1,54
35243,2001-09-28,557734,2,2,1,26
35244,2001-09-28,557773,2,47,1,14
35245,2001-09-28,557790,2,65,1,23
35246,2001-09-28,558503,2,40,1,51
35247,2001-09-28,558527,2,76,1,34
35248,2001-09-28,558542,2,75,1,31
35249,2001-09-28,558549,2,56,1,75
35250,2001-09-28,558558,2,3,1,44
35251,2001-09-28,558573,2,28,1,92
35252,2001-09-28,558576,2,89,1,15
35253,2001-09-28,558592,2,13,1,52
35254,2001-09-28,559408,2,32,1,33
35255,2001-09-28,559451,2,34,1,40
35256,2001-09-28,559482,2,64,1,2
35257,2001-09-28,559486,2,98,1,10
35258,2001-09-28,559494,2,58,1,43
35259,2001-09-28,603602,2,49,1,13
35260,2001-09-28,603605,2,16,1,86
35261,2001-09-28,603611,2,18,1,55
35262,2001-09-28,603626,2,84,1,1
35263,2001-09-28,603644,2,15,1,78
35264,2001-09-28,603668,2,36,1,17
35265,2001-09-28,603671,2,46,1,58
35266,2001-09-28,603677,2,88,1,45
35267,2001-09-28,605814,2,60,1,6
35268,2001-09-28,605835,2,41,1,22
35269,2001-09-28,605856,2,4,1,85
35270,2001-09-28,605865,2,25,1,98
35271,2001-09-28,605874,2,100,1,74
35272,2001-09-28,605880,2,25,1,31
35273,2001-09-28,605883,2,38,1,55
35274,2001-09-28,609018,2,29,1,7
35275,2001-09-28,609023,2,54,1,72
35276,2001-09-28,609027,2,5,1,44
35277,2001-09-28,609029,2,24,1,20
35278,2001-09-28,609032,2,95,1,86
35279,2001-09-28,609033,2,46,1,67
35280,2001-09-28,609047,2,46,1,96
35281,2001-09-28,609050,2,99,1,98
35282,2001-09-28,609086,2,38,1,22
35283,2001-09-28,609089,2,53,1,15
35284,2001-09-28,609092,2,77,1,78
35285,2001-09-28,609108,2,54,1,63
35286,2001-09-28,609117,2,66,1,94
35287,2001-09-28,609120,2,94,1,12
35288,2001-09-28,609127,2,29,1,47
35289,2001-09-28,609131,2,52,1,48
35290,2001-09-28,609135,2,23,1,9
35291,2001-09-28,609138,2,59,1,80
35292,2001-09-28,609141,2,74,1,10
35293,2001-09-28,609153,2,94,1,3
35294,2001-09-28,609159,2,41,1,50
35295,2001-09-28,609162,2,5,1,53
35296,2001-10-08,100409,2,77,1,33
35297,2001-10-08,100419,2,27,1,49
35298,2001-10-08,100428,2,88,1,85
35299,2001-10-08,100447,2,100,1,46
35300,2001-10-08,100485,2,27,1,8
35301,2001-10-08,100602,2,30,1,45
35302,2001-10-08,100603,2,75,1,21
35303,2001-10-08,100607,2,89,1,37
35304,2001-10-08,100610,2,46,1,3
35305,2001-10-08,100632,2,25,1,58
35306,2001-10-08,100636,2,22,1,12
35307,2001-10-08,100651,2,59,1,75
35308,2001-10-08,100662,2,82,1,7
35309,2001-10-08,100669,2,81,1,39
35310,2001-10-08,100694,2,15,1,22
35311,2001-10-08,100918,2,77,1,71
35312,2001-10-08,100921,2,32,1,54
35313,2001-10-08,100925,2,80,1,86
35314,2001-10-08,100929,2,64,1,44
35315,2001-10-08,100954,2,11,1,71
35316,2001-10-08,100965,2,36,1,82
35317,2001-10-08,100991,2,87,1,27
35318,2001-10-08,104240,2,24,1,45
35319,2001-10-08,104243,2,100,1,86
35320,2001-10-08,104273,2,91,1,31
35321,2001-10-08,104284,2,90,1,49
35322,2001-10-08,107838,2,24,1,9
35323,2001-10-08,107852,2,54,1,51
35324,2001-10-08,107855,2,75,1,32
35325,2001-10-08,107857,2,67,1,65
35326,2001-10-08,107866,2,85,1,21
35327,2001-10-08,107876,2,14,1,14
35328,2001-10-08,107895,2,86,1,61
35329,2001-10-08,107914,2,13,1,14
35330,2001-10-08,107947,2,61,1,13
35331,2001-10-08,107958,2,16,1,75
35332,2001-10-08,107976,2,15,1,75
35333,2001-10-08,107980,2,64,1,35
35334,2001-10-08,107987,2,68,1,69
35335,2001-10-08,107990,2,32,1,23
35336,2001-10-08,200304,2,96,1,53
35337,2001-10-08,200314,2,22,1,4
35338,2001-10-08,200351,2,9,1,7
35339,2001-10-08,200373,2,65,1,27
35340,2001-10-08,200389,2,87,1,11
35341,2001-10-08,200391,2,69,1,46
35342,2001-10-08,200395,2,67,1,95
35343,2001-10-08,201202,2,42,1,10
35344,2001-10-08,201204,2,26,1,13
35345,2001-10-08,201207,2,90,1,93
35346,2001-10-08,201213,2,47,1,49
35347,2001-10-08,201233,2,93,1,51
35348,2001-10-08,201263,2,27,1,36
35349,2001-10-08,201285,2,40,1,90
35350,2001-10-08,201290,2,73,1,39
35351,2001-10-08,201294,2,74,1,37
35352,2001-10-08,201322,2,32,1,68
35353,2001-10-08,201345,2,87,1,22
35354,2001-10-08,201347,2,99,1,8
35355,2001-10-08,201349,2,30,1,68
35356,2001-10-08,201358,2,20,1,91
35357,2001-10-08,201376,2,76,1,89
35358,2001-10-08,201379,2,33,1,80
35359,2001-10-08,201395,2,73,1,71
35360,2001-10-08,201504,2,69,1,73
35361,2001-10-08,201506,2,47,1,92
35362,2001-10-08,201508,2,7,1,26
35363,2001-10-08,201510,2,61,1,32
35364,2001-10-08,201512,2,36,1,54
35365,2001-10-08,201518,2,50,1,79
35366,2001-10-08,201519,2,10,1,46
35367,2001-10-08,201520,2,76,1,12
35368,2001-10-08,201528,2,13,1,79
35369,2001-10-08,201533,2,87,1,9
35370,2001-10-08,201535,2,98,1,63
35371,2001-10-08,201537,2,35,1,58
35372,2001-10-08,201541,2,31,1,27
35373,2001-10-08,201543,2,94,1,7
35374,2001-10-08,201547,2,66,1,73
35375,2001-10-08,201553,2,11,1,91
35376,2001-10-08,201555,2,29,1,56
35377,2001-10-08,201557,2,8,1,69
35378,2001-10-08,201561,2,29,1,30
35379,2001-10-08,201565,2,47,1,2
35380,2001-10-08,201570,2,83,1,73
35381,2001-10-08,201574,2,19,1,5
35382,2001-10-08,201578,2,76,1,95
35383,2001-10-08,201582,2,40,1,65
35384,2001-10-08,201586,2,80,1,65
35385,2001-10-08,201909,2,87,1,69
35386,2001-10-08,201915,2,9,1,94
35387,2001-10-08,201918,2,86,1,96
35388,2001-10-08,201927,2,50,1,71
35389,2001-10-08,201931,2,60,1,18
35390,2001-10-08,201933,2,28,1,62
35391,2001-10-08,201936,2,45,1,4
35392,2001-10-08,201940,2,9,1,64
35393,2001-10-08,201954,2,17,1,28
35394,2001-10-08,201967,2,9,1,34
35395,2001-10-08,201972,2,82,1,67
35396,2001-10-08,201974,2,92,1,72
35397,2001-10-08,201975,2,12,1,74
35398,2001-10-08,201981,2,35,1,76
35399,2001-10-08,201987,2,66,1,8
35400,2001-10-08,201994,2,79,1,82
35401,2001-10-08,202216,2,63,1,83
35402,2001-10-08,202224,2,46,1,58
35403,2001-10-08,202245,2,33,1,49
35404,2001-10-08,202249,2,40,1,64
35405,2001-10-08,202256,2,15,1,36
35406,2001-10-08,202266,2,81,1,94
35407,2001-10-08,202290,2,94,1,64
35408,2001-10-08,202294,2,39,1,96
35409,2001-10-08,203014,2,36,1,33
35410,2001-10-08,203025,2,5,1,64
35411,2001-10-08,203029,2,38,1,10
35412,2001-10-08,203041,2,73,1,26
35413,2001-10-08,203051,2,83,1,42
35414,2001-10-08,203094,2,34,1,100
35415,2001-10-08,204643,2,21,1,37
35416,2001-10-08,204649,2,24,1,59
35417,2001-10-08,204661,2,41,1,23
35418,2001-10-08,204665,2,46,1,99
35419,2001-10-08,204667,2,17,1,23
35420,2001-10-08,204670,2,98,1,8
35421,2001-10-08,204677,2,53,1,83
35422,2001-10-08,204680,2,68,1,80
35423,2001-10-08,205133,2,21,1,96
35424,2001-10-08,205143,2,83,1,59
35425,2001-10-08,205158,2,91,1,4
35426,2001-10-08,205165,2,60,1,18
35427,2001-10-08,205173,2,23,1,20
35428,2001-10-08,207507,2,53,1,41
35429,2001-10-08,207510,2,16,1,40
35430,2001-10-08,207521,2,47,1,64
35431,2001-10-08,207536,2,53,1,40
35432,2001-10-08,207547,2,74,1,39
35433,2001-10-08,207580,2,49,1,76
35434,2001-10-08,207583,2,97,1,65
35435,2001-10-08,207585,2,87,1,59
35436,2001-10-08,207587,2,58,1,88
35437,2001-10-08,208407,2,27,1,76
35438,2001-10-08,208421,2,68,1,12
35439,2001-10-08,208425,2,50,1,87
35440,2001-10-08,208429,2,55,1,12
35441,2001-10-08,208436,2,55,1,15
35442,2001-10-08,208447,2,81,1,15
35443,2001-10-08,208458,2,90,1,60
35444,2001-10-08,208475,2,68,1,55
35445,2001-10-08,208478,2,53,1,62
35446,2001-10-08,208487,2,82,1,41
35447,2001-10-08,302602,2,13,1,66
35448,2001-10-08,302604,2,80,1,48
35449,2001-10-08,302605,2,83,1,60
35450,2001-10-08,302606,2,74,1,14
35451,2001-10-08,302608,2,52,1,73
35452,2001-10-08,302609,2,30,1,49
35453,2001-10-08,302610,2,4,1,44
35454,2001-10-08,302611,2,29,1,64
35455,2001-10-08,302612,2,89,1,89
35456,2001-10-08,302614,2,53,1,59
35457,2001-10-08,302616,2,32,1,39
35458,2001-10-08,302618,2,71,1,4
35459,2001-10-08,302624,2,56,1,71
35460,2001-10-08,302626,2,85,1,85
35461,2001-10-08,302628,2,35,1,46
35462,2001-10-08,302629,2,43,1,46
35463,2001-10-08,302630,2,57,1,16
35464,2001-10-08,302632,2,57,1,21
35465,2001-10-08,302633,2,27,1,81
35466,2001-10-08,302634,2,47,1,35
35467,2001-10-08,302636,2,52,1,93
35468,2001-10-08,302637,2,30,1,13
35469,2001-10-08,302638,2,95,1,4
35470,2001-10-08,302640,2,53,1,70
35471,2001-10-08,302642,2,91,1,82
35472,2001-10-08,302648,2,83,1,87
35473,2001-10-08,302650,2,7,1,34
35474,2001-10-08,302654,2,14,1,7
35475,2001-10-08,302662,2,57,1,42
35476,2001-10-08,302663,2,11,1,5
35477,2001-10-08,302664,2,100,1,29
35478,2001-10-08,302665,2,26,1,99
35479,2001-10-08,302666,2,100,1,66
35480,2001-10-08,302667,2,78,1,53
35481,2001-10-08,302668,2,14,1,93
35482,2001-10-08,302672,2,78,1,48
35483,2001-10-08,302674,2,97,1,32
35484,2001-10-08,302675,2,47,1,21
35485,2001-10-08,302676,2,47,1,40
35486,2001-10-08,302680,2,59,1,50
35487,2001-10-08,302688,2,47,1,32
35488,2001-10-08,302690,2,99,1,20
35489,2001-10-08,302692,2,77,1,22
35490,2001-10-08,302693,2,45,1,88
35491,2001-10-08,302695,2,86,1,32
35492,2001-10-08,302696,2,24,1,92
35493,2001-10-08,302903,2,38,1,18
35494,2001-10-08,302910,2,28,1,34
35495,2001-10-08,302918,2,31,1,2
35496,2001-10-08,302921,2,93,1,80
35497,2001-10-08,302947,2,70,1,60
35498,2001-10-08,302956,2,66,1,96
35499,2001-10-08,302962,2,76,1,95
35500,2001-10-08,302984,2,37,1,54
35501,2001-10-08,302990,2,68,1,81
35502,2001-10-08,303330,2,46,1,2
35503,2001-10-08,303332,2,82,1,69
35504,2001-10-08,303334,2,39,1,51
35505,2001-10-08,303336,2,14,1,32
35506,2001-10-08,303386,2,78,1,48
35507,2001-10-08,303532,2,73,1,28
35508,2001-10-08,303543,2,69,1,9
35509,2001-10-08,303551,2,96,1,32
35510,2001-10-08,303558,2,76,1,79
35511,2001-10-08,303591,2,13,1,11
35512,2001-10-08,303907,2,18,1,55
35513,2001-10-08,303915,2,10,1,90
35514,2001-10-08,303929,2,93,1,95
35515,2001-10-08,303936,2,64,1,56
35516,2001-10-08,303958,2,85,1,18
35517,2001-10-08,303961,2,61,1,66
35518,2001-10-08,303985,2,90,1,30
35519,2001-10-08,304802,2,43,1,46
35520,2001-10-08,304806,2,60,1,9
35521,2001-10-08,304811,2,25,1,72
35522,2001-10-08,304827,2,6,1,40
35523,2001-10-08,304833,2,74,1,7
35524,2001-10-08,304842,2,42,1,100
35525,2001-10-08,304845,2,64,1,5
35526,2001-10-08,304849,2,37,1,67
35527,2001-10-08,304854,2,78,1,72
35528,2001-10-08,304859,2,4,1,13
35529,2001-10-08,304876,2,91,1,63
35530,2001-10-08,304879,2,72,1,75
35531,2001-10-08,304892,2,8,1,64
35532,2001-10-08,305440,2,22,1,82
35533,2001-10-08,305454,2,52,1,61
35534,2001-10-08,305480,2,67,1,10
35535,2001-10-08,305487,2,43,1,59
35536,2001-10-08,305610,2,75,1,22
35537,2001-10-08,305622,2,18,1,43
35538,2001-10-08,305628,2,14,1,5
35539,2001-10-08,305646,2,50,1,78
35540,2001-10-08,305670,2,81,1,71
35541,2001-10-08,305678,2,39,1,10
35542,2001-10-08,305682,2,93,1,62
35543,2001-10-08,305924,2,97,1,54
35544,2001-10-08,305944,2,39,1,62
35545,2001-10-08,305956,2,80,1,5
35546,2001-10-08,305974,2,42,1,16
35547,2001-10-08,305984,2,12,1,47
35548,2001-10-08,305994,2,51,1,38
35549,2001-10-08,306113,2,17,1,29
35550,2001-10-08,306116,2,50,1,12
35551,2001-10-08,306120,2,33,1,3
35552,2001-10-08,306122,2,33,1,80
35553,2001-10-08,306123,2,31,1,99
35554,2001-10-08,306124,2,37,1,15
35555,2001-10-08,306131,2,29,1,71
35556,2001-10-08,306152,2,16,1,81
35557,2001-10-08,306165,2,71,1,34
35558,2001-10-08,306172,2,64,1,80
35559,2001-10-08,306181,2,26,1,18
35560,2001-10-08,306194,2,92,1,50
35561,2001-10-08,306702,2,85,1,76
35562,2001-10-08,306704,2,13,1,12
35563,2001-10-08,306706,2,50,1,29
35564,2001-10-08,306758,2,92,1,26
35565,2001-10-08,306768,2,91,1,35
35566,2001-10-08,306807,2,75,1,23
35567,2001-10-08,306852,2,35,1,39
35568,2001-10-08,306860,2,56,1,98
35569,2001-10-08,306863,2,67,1,29
35570,2001-10-08,306864,2,13,1,18
35571,2001-10-08,306876,2,90,1,82
35572,2001-10-08,307204,2,90,1,98
35573,2001-10-08,307209,2,33,1,66
35574,2001-10-08,307218,2,69,1,55
35575,2001-10-08,307238,2,17,1,7
35576,2001-10-08,307240,2,24,1,12
35577,2001-10-08,307247,2,29,1,76
35578,2001-10-08,307256,2,57,1,47
35579,2001-10-08,307263,2,84,1,81
35580,2001-10-08,307274,2,45,1,22
35581,2001-10-08,307283,2,20,1,91
35582,2001-10-08,308207,2,16,1,70
35583,2001-10-08,308229,2,18,1,62
35584,2001-10-08,308247,2,47,1,26
35585,2001-10-08,308273,2,36,1,51
35586,2001-10-08,308276,2,88,1,62
35587,2001-10-08,308614,2,26,1,93
35588,2001-10-08,308625,2,94,1,40
35589,2001-10-08,308636,2,9,1,95
35590,2001-10-08,308665,2,66,1,65
35591,2001-10-08,308669,2,57,1,59
35592,2001-10-08,308694,2,18,1,28
35593,2001-10-08,308937,2,11,1,75
35594,2001-10-08,308967,2,24,1,6
35595,2001-10-08,308970,2,78,1,5
35596,2001-10-08,308988,2,19,1,54
35597,2001-10-08,308990,2,96,1,1
35598,2001-10-08,309309,2,65,1,24
35599,2001-10-08,309319,2,98,1,89
35600,2001-10-08,309323,2,11,1,84
35601,2001-10-08,309325,2,98,1,70
35602,2001-10-08,309328,2,16,1,51
35603,2001-10-08,309338,2,81,1,7
35604,2001-10-08,309347,2,46,1,9
35605,2001-10-08,309357,2,17,1,94
35606,2001-10-08,309366,2,44,1,22
35607,2001-10-08,309376,2,47,1,95
35608,2001-10-08,309385,2,69,1,41
35609,2001-10-08,309395,2,45,1,30
35610,2001-10-08,400108,2,19,1,19
35611,2001-10-08,400114,2,44,1,46
